mode,cores,threads,pf,stage,count,avg,std,p50,p90,p99,p999,trimmed_mean
mmap,1,1,0.8,4_block_layer,76,3677.550720512099,3428.0929274326236,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3677.550720512099
mmap,1,1,0.8,5_driver_ssd,109,258488.96887339154,146447.94662969917,185363.80004736633,370727.60009473265,741455.2001894653,741455.2001894653,255524.86455127597
mmap,1,1,0.8,6_context_switch,61,199163622.1716918,1542588401.6424034,11585.237502960395,23170.47500592079,4859312018.241691,11419133001.738008,199163622.1716918
fread,1,2,0.4,2_kernel_entry,712811,374.85864545155187,286.62639763071184,362.03867196751236,362.03867196751236,724.0773439350247,724.0773439350247,365.6774312862254
fread,1,2,0.4,3_filesystem,52,110282.54930702684,407873.61815475504,23170.47500592079,185363.80004736633,1642323.2684196706,2833471.047524055,110282.54930702684
fread,1,2,0.4,4_block_layer,100,15188630.127373364,151088502.6442831,2896.309375740099,11585.237502960395,15196471.885015948,1368169872.1777391,3694.2721629337993
fread,1,2,0.4,5_driver_ssd,166,185084.63769789741,228867.6730595825,185363.80004736633,185363.80004736633,370727.60009473265,2537630.4226484657,168974.92748220285
fread,1,2,0.4,6_context_switch,3152,6838971.159538264,216290719.51895952,2965820.800757861,2965820.800757861,5931641.601515722,5931641.601515722,2987101.644792426
fread,2,2,0.4,2_kernel_entry,729784,555.9097200140018,326.59715986874266,724.0773439350247,724.0773439350247,724.0773439350247,1448.1546878700494,548.8136528851603
fread,2,2,0.4,3_filesystem,33,48886.191584461674,73475.03997959901,23170.47500592079,92681.90002368316,311411.18407957535,364795.9584932176,48886.191584461674
fread,2,2,0.4,4_block_layer,63,4264.011025395145,4358.06445395573,2896.309375740099,11585.237502960395,15987.627754085375,22452.190280737355,4264.011025395145
fread,2,2,0.4,5_driver_ssd,69,173274.85656601633,56702.17102453866,185363.80004736633,185363.80004736633,370727.60009473265,370727.60009473265,173274.85656601633
fread,2,2,0.4,6_context_switch,72,168751695.81065616,1421675456.9175065,11585.237502960395,23170.47500592079,3523447013.164428,11285546501.23024,168751695.81065616
mmap,1,1,1.0,2_kernel_entry,782,1516.6735158127506,1161.7246214351148,1448.1546878700494,2896.309375740099,5792.618751480198,11585.237502960395,1462.2968234937805
mmap,1,1,1.0,3_filesystem,22,132571.9791531945,220251.00559990323,23170.47500592079,370727.60009473265,741455.2001894653,741455.2001894653,132571.9791531945
mmap,1,1,1.0,4_block_layer,67,4203.971444637679,3444.812267070231,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,4203.971444637679
mmap,1,1,1.0,5_driver_ssd,93,424542.8968826777,1211349.7440396461,185363.80004736633,741455.2001894653,2313340.224591114,10908288.905187573,424542.8968826777
mmap,1,1,1.0,6_context_switch,56,216945674.6785392,1608783306.900181,11585.237502960395,23170.47500592079,5466702850.04695,11479872084.91856,216945674.6785392
fread,4,4,0.0,2_kernel_entry,11046152,403.33942027803397,273.117022176545,362.03867196751236,362.03867196751236,724.0773439350247,724.0773439350247,394.81627128213114
fread,4,4,0.0,3_filesystem,39,91790.72790807082,242360.92948000965,23170.47500592079,185363.80004736633,1060280.9362709327,1440647.4539681347,91790.72790807082
fread,4,4,0.0,4_block_layer,73,3491.441439248338,3254.4166267411256,2896.309375740099,10426.71375266434,11585.237502960395,11585.237502960395,3491.441439248338
fread,4,4,0.0,5_driver_ssd,107,278911.8860525792,183402.4815180179,185363.80004736633,519018.6401326278,741455.2001894653,741455.2001894653,276280.3305467889
fread,4,4,0.0,6_context_switch,112,108485275.95364217,1142740356.927501,11585.237502960395,23170.47500592079,185363.80004736633,10799594353.29676,21327.369039540732
mmap,2,4,0.4,2_kernel_entry,985,1697.354910808094,1761.926746506546,1448.1546878700494,2896.309375740099,5792.618751480198,23170.47500592079,1608.395175566115
mmap,2,4,0.4,3_filesystem,25,145278.87828712334,219035.57522438042,23170.47500592079,370727.60009473265,741455.2001894653,741455.2001894653,145278.87828712334
mmap,2,4,0.4,4_block_layer,82,3673.3679887435396,3897.2756475431374,2896.309375740099,11585.237502960395,13786.432628522845,22232.07076818113,3673.3679887435396
mmap,2,4,0.4,5_driver_ssd,100,295655.2610755492,208768.93716822146,185363.80004736633,741455.2001894653,741455.2001894653,741455.2001894653,293177.43885042635
mmap,2,4,0.4,6_context_switch,6712,4730500.419325134,148232344.31948668,2965820.800757861,2965820.800757861,2965820.800757861,2965820.800757861,2942375.577036456
fread,2,2,0.2,2_kernel_entry,743707,552.0840626156526,319.5550650574679,724.0773439350247,724.0773439350247,724.0773439350247,1448.1546878700494,545.0347747758966
fread,2,2,0.2,3_filesystem,31,51572.99275511402,75010.31609540498,23170.47500592079,92681.90002368316,315118.46008052264,365166.6860933121,51572.99275511402
fread,2,2,0.2,4_block_layer,58,3857.584470274528,3421.1196170270246,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3857.584470274528
fread,2,2,0.2,5_driver_ssd,61,208154.431200731,174125.99031422613,185363.80004736633,185363.80004736633,815600.7202084103,1416179.432361884,208154.431200731
fread,2,2,0.2,6_context_switch,72,168749362.67254794,1421675732.0137038,11585.237502960395,23170.47500592079,3523183796.5683613,11285520179.570633,168749362.67254794
mmap,2,2,0.2,2_kernel_entry,984,1616.6645575459854,1525.506713444713,1448.1546878700494,2896.309375740099,5792.618751480198,11782.186540511333,1538.1021840110466
mmap,2,2,0.2,3_filesystem,25,160107.98229091265,244827.78460299966,23170.47500592079,593164.1601515728,741455.2001894653,741455.2001894653,160107.98229091265
mmap,2,2,0.2,4_block_layer,75,4006.561303107136,3522.1895412434073,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,4006.561303107136
mmap,2,2,0.2,5_driver_ssd,107,1614570.6695714525,10136491.921989184,185363.80004736633,370727.60009473265,44694919.46742086,89876233.54616648,740572.515427335
mmap,2,2,0.2,6_context_switch,59,205918465.87708902,1568072389.9567804,11585.237502960395,23170.47500592079,5102268350.963812,11443428635.010246,205918465.87708902
fread,2,2,0.0,2_kernel_entry,4938175,438.1320611053617,290.21975901453527,362.03867196751236,724.0773439350247,724.0773439350247,724.0773439350247,430.23991940266296
fread,2,2,0.0,3_filesystem,33,48359.58987978165,73512.14355913804,23170.47500592079,92681.90002368316,311411.18407957535,364795.9584932176,48359.58987978165
fread,2,2,0.0,4_block_layer,62,4683.145401902338,6522.81510442972,2896.309375740099,11585.237502960395,25139.96538142408,44220.85154880008,4683.145401902338
fread,2,2,0.0,5_driver_ssd,76,269509.2092793945,448833.504622249,185363.80004736633,370727.60009473265,2965820.800757861,2965820.800757861,269509.2092793945
fread,2,2,0.0,6_context_switch,69,176078567.99272916,1451808966.6577077,11585.237502960395,23170.47500592079,3887486687.3532934,11321950468.649143,176078567.99272916
fread,2,2,0.6,2_kernel_entry,647542,562.3306343776495,315.6508838672976,724.0773439350247,724.0773439350247,724.0773439350247,1448.1546878700494,555.6040098473484
fread,2,2,0.6,3_filesystem,6,111990.62919528381,78194.39343357326,139022.85003552475,185363.80004736633,185363.80004736633,185363.80004736633,111990.62919528381
fread,2,2,0.6,4_block_layer,10,12019.683909321411,12047.567801012785,11585.237502960395,15060.808753848502,43212.93588604228,46028.1485992617,12019.683909321411
fread,2,2,0.6,5_driver_ssd,12,112871107.2455088,224404699.38210803,370727.60009473265,360643809.372156,717491368.119342,755074249.3065457,112871107.2455088
fread,2,2,0.6,6_context_switch,75,162071680.04766446,1393336263.2260218,11585.237502960395,23170.47500592079,3162869934.760276,11249488793.389824,162071680.04766446
mmap,2,4,0.2,2_kernel_entry,982,1538.8486932712797,1114.7636532824336,1448.1546878700494,2896.309375740099,5792.618751480198,5792.618751480198,1506.7418588523444
mmap,2,4,0.2,3_filesystem,22,97816.26664431333,137699.86378862167,23170.47500592079,370727.60009473265,370727.60009473265,370727.60009473265,97816.26664431333
mmap,2,4,0.2,4_block_layer,72,26367658.631325442,179808631.2969864,2896.309375740099,11585.237502960395,575131969.6829728,1424163421.9575217,26367658.631325442
mmap,2,4,0.2,5_driver_ssd,85,10642062.87330762,37819490.80550294,185363.80004736633,2965820.800757861,189812531.24850312,189812531.24850312,10642062.87330762
mmap,2,4,0.2,6_context_switch,6939,4589832.682198573,145789682.6571877,2965820.800757861,2965820.800757861,2965820.800757861,2965820.800757861,2866529.472486643
mmap,1,2,0.8,2_kernel_entry,1186,1589.184929395337,1187.885474695344,1448.1546878700494,2896.309375740099,5792.618751480198,5792.618751480198,1557.6371728636616
mmap,1,2,0.8,3_filesystem,25,160571.39179103108,244540.57190750825,23170.47500592079,593164.1601515728,741455.2001894653,741455.2001894653,160571.39179103108
mmap,1,2,0.8,4_block_layer,78,3982.425391642635,3588.2172989683036,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3982.425391642635
mmap,1,2,0.8,5_driver_ssd,110,366514.78645729244,1110312.5896711256,185363.80004736633,370727.60009473265,741455.2001894653,10651003.95072173,262598.716733769
mmap,1,2,0.8,6_context_switch,3599,6015828.519108089,202424277.19711047,2965820.800757861,2965820.800757861,2965820.800757861,2965820.800757861,2664189.3430104116
mmap,2,4,0.8,2_kernel_entry,901,1670.7622619766,1452.9365079525314,1448.1546878700494,2896.309375740099,5792.618751480198,12743.761253258015,1612.158616281154
mmap,2,4,0.8,3_filesystem,21,120127.87934617266,219500.94383218483,23170.47500592079,370727.60009473265,741455.2001894653,741455.2001894653,120127.87934617266
mmap,2,4,0.8,4_block_layer,72,3660.613238782625,3233.421518461424,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3660.613238782625
mmap,2,4,0.8,5_driver_ssd,91,287212.0418316335,188922.31162867922,185363.80004736633,741455.2001894653,741455.2001894653,741455.2001894653,287212.0418316335
mmap,2,4,0.8,6_context_switch,6706,4745593.410389599,148298411.25902474,2965820.800757861,2965820.800757861,2965820.800757861,2965820.800757861,2954313.12723088
fread,1,2,1.0,2_kernel_entry,645925,376.3503884206891,276.2807197730152,362.03867196751236,362.03867196751236,724.0773439350247,724.0773439350247,367.043672573173
fread,1,2,1.0,3_filesystem,32,51409.49141938676,74734.46369647674,23170.47500592079,92681.90002368316,313264.8220800493,364981.3222932652,51409.49141938676
fread,1,2,1.0,4_block_layer,63,3988.1720372294226,3778.6893156646884,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3988.1720372294226
fread,1,2,1.0,5_driver_ssd,70,188011.85433375722,70010.86959228372,185363.80004736633,203900.1800521032,370727.60009473265,370727.60009473265,188011.85433375722
fread,1,2,1.0,6_context_switch,3482,6244287.4684743835,205794139.3382687,2965820.800757861,2965820.800757861,2965820.800757861,5931641.601515722,2756448.3436122397
fread,2,2,1.0,2_kernel_entry,668944,581.516877555724,335.6350428764018,724.0773439350247,724.0773439350247,724.0773439350247,1448.1546878700494,574.3724428313162
fread,2,2,1.0,3_filesystem,39,96766.43888690638,259804.7156981427,23170.47500592079,185363.80004736633,1201157.424306932,1454735.1027717334,96766.43888690638
fread,2,2,1.0,4_block_layer,83,3559.3199557287953,3109.2078729684636,2896.309375740099,10426.71375266434,11585.237502960395,11585.237502960395,3559.3199557287953
fread,2,2,1.0,5_driver_ssd,104,273589.8394929878,180569.5922660409,185363.80004736633,630236.9201610466,741455.2001894653,741455.2001894653,270776.5314417409
fread,2,2,1.0,6_context_switch,73,166445027.8540902,1412040034.1570892,11585.237502960395,23170.47500592079,3401974407.717326,11273399240.68565,166445027.8540902
mmap,1,2,0.0,2_kernel_entry,1264,1497.9922898655775,1092.4014010528697,1448.1546878700494,2896.309375740099,5792.618751480198,11585.237502960395,1449.906487895699
mmap,1,2,0.0,3_filesystem,28,149987.44981511225,212896.83274223097,23170.47500592079,370727.60009473265,741455.2001894653,741455.2001894653,149987.44981511225
mmap,1,2,0.0,4_block_layer,76,3925.2613908056587,3514.540212970575,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3925.2613908056587
mmap,1,2,0.0,5_driver_ssd,107,271116.2122188115,282968.523364486,185363.80004736633,370727.60009473265,719211.5441837806,2730038.0470976233,247151.73339648847
mmap,1,2,0.0,6_context_switch,3367,6506561.163111995,209274285.4256169,2965820.800757861,2965820.800757861,2965820.800757861,5931641.601515722,2919100.8123787623
mmap,4,4,0.6,2_kernel_entry,1745,1864.7585006555885,1619.210525421798,1448.1546878700494,2896.309375740099,5792.618751480198,23170.47500592079,1803.2107320322275
mmap,4,4,0.6,3_filesystem,37,154365.4618637696,286616.28828653943,23170.47500592079,370727.60009473265,1215986.5283107236,1456218.013172114,154365.4618637696
mmap,4,4,0.6,4_block_layer,107,28387662.048390046,292222311.50732374,2896.309375740099,11585.237502960395,23170.47500592079,2715080903.048956,4558.239279438585
mmap,4,4,0.6,5_driver_ssd,170,234158.09447159956,247074.23578382045,185363.80004736633,370727.60009473265,741455.2001894653,2589903.014261841,219016.15660358465
mmap,4,4,0.6,6_context_switch,319,38095402.36128239,679089840.9778676,11585.237502960395,23170.47500592079,46340.95001184158,8284996309.623278,13213.833190277512
fread,2,4,1.0,2_kernel_entry,570239,572.2727591519417,316.80389610217713,724.0773439350247,724.0773439350247,724.0773439350247,1448.1546878700494,565.8139007858164
fread,2,4,1.0,3_filesystem,33,111815.0952937238,279794.5693652285,23170.47500592079,185363.80004736633,1245644.7363183014,1459183.8339728704,111815.0952937238
fread,2,4,1.0,4_block_layer,63,3930.7055813615634,3515.9328389335255,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3930.7055813615634
fread,2,4,1.0,5_driver_ssd,95,264387.3148044014,135794.1218239172,185363.80004736633,370727.60009473265,741455.2001894653,741455.2001894653,264387.3148044014
fread,2,4,1.0,6_context_switch,6667,4707653.960993247,148733062.18984163,2965820.800757861,2965820.800757861,5931641.601515722,5931641.601515722,2880726.477859301
fread,2,2,0.8,2_kernel_entry,671184,559.8409933019275,328.379424903367,724.0773439350247,724.0773439350247,724.0773439350247,1448.1546878700494,552.4149750965995
fread,2,2,0.8,3_filesystem,32,54577.32979910248,77837.84087447441,23170.47500592079,176095.6100449982,313264.8220800493,364981.3222932652,54577.32979910248
fread,2,2,0.8,4_block_layer,63,3758.306213757986,3669.151079163048,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3758.306213757986
fread,2,2,0.8,5_driver_ssd,70,207872.26148168935,166116.60547588562,185363.80004736633,203900.1800521032,715504.2681828366,1406169.787159334,207872.26148168935
fread,2,2,0.8,6_context_switch,70,173574620.9885056,1441551658.2097096,11585.237502960395,23170.47500592079,3766392224.05846,11309841022.319763,173574620.9885056
mmap,4,4,0.0,1_user_space,3,4049342206.1779647,5726617258.673533,23170.47500592079,9718406234.018362,11905042423.315615,12123706042.245344,4049342206.1779647
mmap,4,4,0.0,2_kernel_entry,2615,1528.177002362295,1235.7847267025038,1448.1546878700494,2896.309375740099,5792.618751480198,11585.237502960395,1465.952921450973
mmap,4,4,0.0,3_filesystem,393,382408.64426915516,2425865.8787926417,92681.90002368316,741455.2001894653,2965820.800757861,31176708.257569168,242706.2352848874
mmap,4,4,0.0,4_block_layer,2942,2707.291224774056,1689.195248418533,2896.309375740099,5792.618751480198,5792.618751480198,12268.766515637335,2641.978464018123
mmap,4,4,0.0,5_driver_ssd,3092,404067.0060783491,830880.8734366958,185363.80004736633,370727.60009473265,2965820.800757861,5931641.601515722,368251.5994674509
mmap,4,4,0.0,6_context_switch,81,150001864.95630863,1341417196.2341685,11585.237502960395,23170.47500592079,2429896982.0609503,11176191498.120064,150001864.95630863
mmap,1,1,0.4,2_kernel_entry,1016,1447.4420133189328,1077.7691727511876,724.0773439350247,2896.309375740099,5792.618751480198,5792.618751480198,1405.2625560506053
mmap,1,1,0.4,3_filesystem,26,155732.32720325608,218418.995328871,23170.47500592079,370727.60009473265,741455.2001894653,741455.2001894653,155732.32720325608
mmap,1,1,0.4,4_block_layer,76,4115.808060262244,3737.047217499021,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,4115.808060262244
mmap,1,1,0.4,5_driver_ssd,109,8971437.863760378,53800255.36822302,185363.80004736633,741455.2001894653,364440059.99712634,379625062.49700624,5590364.324793002
mmap,1,1,0.4,6_context_switch,51,238214744.88979298,1684298266.3136954,11585.237502960395,23170.47500592079,6074093681.852123,11540611168.099026,238214744.88979298
fread,1,2,0.2,2_kernel_entry,705959,374.0292070967084,248.0657397712681,362.03867196751236,362.03867196751236,724.0773439350247,724.0773439350247,365.2799767386469
fread,1,2,0.2,3_filesystem,32,53672.2331191837,77476.22293323289,23170.47500592079,176095.6100449982,313264.8220800493,364981.3222932652,53672.2331191837
fread,1,2,0.2,4_block_layer,58,4257.075418652473,3826.918980054958,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,4257.075418652473
fread,1,2,0.2,5_driver_ssd,62,198817.6242443525,72265.7634534421,185363.80004736633,370727.60009473265,370727.60009473265,370727.60009473265,198817.6242443525
fread,1,2,0.2,6_context_switch,3144,6853743.965619034,216565482.62050912,2965820.800757861,2965820.800757861,5931641.601515722,5931641.601515722,2992043.58363283
mmap,2,2,0.0,1_user_space,2,3620.3867196751235,2172.2320318050743,3620.3867196751235,5358.172345119183,5749.1741108440965,5788.274287416588,3620.3867196751235
mmap,2,2,0.0,2_kernel_entry,1308,1510.1551943843635,1243.290670979096,1448.1546878700494,2896.309375740099,5792.618751480198,11585.237502960395,1447.5898849496634
mmap,2,2,0.0,3_filesystem,25,160223.83466594227,244754.03887327542,23170.47500592079,593164.1601515728,741455.2001894653,741455.2001894653,160223.83466594227
mmap,2,2,0.0,4_block_layer,76,3496.5313845283436,3063.878461097426,2896.309375740099,5792.618751480198,11585.237502960395,11585.237502960395,3496.5313845283436
mmap,2,2,0.0,5_driver_ssd,108,248224.4405726884,139977.88783525885,185363.80004736633,370727.60009473265,741455.2001894653,741455.2001894653,245803.76551092387
mmap,2,2,0.0,6_context_switch,74,164280937.87229994,1402588481.0798402,11585.237502960395,741455.2001894653,3280501802.270224,11261251980.140888,164280937.87229994
fread,4,8,0.2,2_kernel_entry,1021223,556.0919219878901,309.5730404029554,724.0773439350247,724.0773439350247,724.0773439350247,1448.1546878700494,550.02223103041
fread,4,8,0.2,3_filesystem,23,63341.026782489986,83569.85416878542,46340.95001184158,166827.42004262976,329947.5640843123,366649.59649369086,63341.026782489986
fread,4,8,0.2,4_block_layer,50,4402.390251124951,3680.2508714488476,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,4402.390251124951
fread,4,8,0.2,5_driver_ssd,55,212325.8073269832,120742.50204508945,185363.80004736633,370727.60009473265,741455.2001894653,741455.2001894653,212325.8073269832
fread,4,8,0.2,6_context_switch,12337,4182197.022013303,109341510.27022378,2965820.800757861,2965820.800757861,5931641.601515722,5931641.601515722,3196149.618218092
fread,4,8,0.4,2_kernel_entry,801028,549.1604739685672,317.89099286845067,362.03867196751236,724.0773439350247,724.0773439350247,1448.1546878700494,542.7139594201856
fread,4,8,0.4,3_filesystem,34,47107.62014071397,57508.588317965696,23170.47500592079,157559.23004026132,185363.80004736633,185363.80004736633,47107.62014071397
fread,4,8,0.4,4_block_layer,61,4285.113461648261,3704.3905360736035,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,4285.113461648261
fread,4,8,0.4,5_driver_ssd,67,23639417.753801815,106327044.19323002,185363.80004736633,1408764.8803599803,508697583.7459897,734194870.8692145,23639417.753801815
fread,4,8,0.4,6_context_switch,13191,3868669.443109853,105744694.25674348,2965820.800757861,2965820.800757861,5931641.601515722,5931641.601515722,2947757.902035248
fread,2,4,0.4,2_kernel_entry,715081,555.7043836314222,317.80860049010005,724.0773439350247,724.0773439350247,724.0773439350247,1448.1546878700494,549.4023807454745
fread,2,4,0.4,3_filesystem,43,35367237.92335431,228852408.0196828,23170.47500592079,185363.80004736633,880885850.5850917,1454738810.0477402,35367237.92335431
fread,2,4,0.4,4_block_layer,81,3852.8066078517973,3565.126695308967,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3852.8066078517973
fread,2,4,0.4,5_driver_ssd,90,191542.59338227854,75421.78448073061,185363.80004736633,370727.60009473265,370727.60009473265,370727.60009473265,191542.59338227854
fread,2,4,0.4,6_context_switch,6640,4786054.408970542,149035441.97550696,2965820.800757861,2965820.800757861,5931641.601515722,5931641.601515722,2957192.397841936
mmap,1,1,0.6,2_kernel_entry,1124,1518.3721527178411,1341.5507302084688,1448.1546878700494,2896.309375740099,5792.618751480198,11585.237502960395,1452.0970327553582
mmap,1,1,0.6,3_filesystem,25,129754.66003315643,188926.41820476035,23170.47500592079,370727.60009473265,652480.5761667287,732557.7377871927,129754.66003315643
mmap,1,1,0.6,4_block_layer,78,3527.5562909655055,3727.1619434270942,2896.309375740099,7530.404376924241,14249.842128641332,22278.411718192863,3527.5562909655055
mmap,1,1,0.6,5_driver_ssd,99,512090.9021510575,2351535.994276145,185363.80004736633,741455.2001894653,1201157.4243068425,21474025.507887643,512090.9021510575
mmap,1,1,0.6,6_context_switch,49,247936849.96794754,1717626454.6383305,11585.237502960395,23170.47500592079,6317050014.574158,11564906801.371265,247936849.96794754
fread,2,4,0.0,2_kernel_entry,4908078,437.59039818267746,293.4319356952728,362.03867196751236,724.0773439350247,724.0773439350247,724.0773439350247,429.6060248614957
fread,2,4,0.0,3_filesystem,32,53129.175111232435,77545.9770716702,23170.47500592079,176095.6100449982,313264.8220800493,364981.3222932652,53129.175111232435
fread,2,4,0.0,4_block_layer,61,3679.737321637011,3511.429599737921,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3679.737321637011
fread,2,4,0.0,5_driver_ssd,66,183959.52883488627,69380.09379387325,185363.80004736633,185363.80004736633,370727.60009473265,370727.60009473265,183959.52883488627
fread,2,4,0.0,6_context_switch,6717,4742293.737473345,148176988.45046324,2965820.800757861,2965820.800757861,2965820.800757861,2965820.800757861,2956359.7287821798
fread,4,4,1.0,2_kernel_entry,526072,581.3951334764703,308.69000813306195,724.0773439350247,724.0773439350247,724.0773439350247,1448.1546878700494,574.871361320364
fread,4,4,1.0,3_filesystem,31,50078.123399893324,75555.85875771663,23170.47500592079,92681.90002368316,315118.46008052264,365166.6860933121,50078.123399893324
fread,4,4,1.0,4_block_layer,58,3458.0935218965838,3331.8495982773625,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3458.0935218965838
fread,4,4,1.0,5_driver_ssd,63,178008.0936962803,55514.87594327513,185363.80004736633,185363.80004736633,370727.60009473265,370727.60009473265,178008.0936962803
fread,4,4,1.0,6_context_switch,92,132071613.08887756,1259611763.726777,11585.237502960395,23170.47500592079,1093657542.1075058,11042567554.1246,132071613.08887756
fread,1,1,0.0,2_kernel_entry,2692213,368.28563105566184,203.56251387294245,362.03867196751236,362.03867196751236,362.03867196751236,724.0773439350247,362.0386719675143
fread,1,1,0.0,3_filesystem,25,52712.83063846981,62720.98219639102,23170.47500592079,185363.80004736633,185363.80004736633,185363.80004736633,52712.83063846981
fread,1,1,0.0,4_block_layer,62,3947.3893911296514,3319.865187890139,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3947.3893911296514
fread,1,1,0.0,5_driver_ssd,94,260298.10219417393,157237.93525244406,185363.80004736633,370727.60009473265,741455.2001894653,741455.2001894653,260298.10219417393
fread,1,1,0.0,6_context_switch,56,216948157.22943264,1608782972.2807481,11585.237502960395,23170.47500592079,5466702850.04695,11479872084.91856,216948157.22943264
mmap,1,2,0.6,2_kernel_entry,996,1463.4213788566315,1042.9872704010388,724.0773439350247,2896.309375740099,5792.618751480198,5792.618751480198,1430.38591869373
mmap,1,2,0.6,3_filesystem,25,146205.69728736018,218565.44621782465,23170.47500592079,370727.60009473265,741455.2001894653,741455.2001894653,146205.69728736018
mmap,1,2,0.6,4_block_layer,76,3677.550720512099,3323.8789741660344,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3677.550720512099
mmap,1,2,0.6,5_driver_ssd,109,249135.74960494644,150494.5949133696,185363.80004736633,370727.60009473265,741455.2001894653,741455.2001894653,245996.81875444873
mmap,1,2,0.6,6_context_switch,3373,6484662.381341294,209088444.26528567,2965820.800757861,2965820.800757861,2965820.800757861,5931641.601515722,2905284.69430151
fread,4,4,0.8,2_kernel_entry,533817,569.8380468422084,326.3436882208172,724.0773439350247,724.0773439350247,724.0773439350247,1448.1546878700494,561.9983230742326
fread,4,4,0.8,3_filesystem,32,54396.31046311873,77944.27547934487,23170.47500592079,176095.6100449982,313264.8220800493,364981.3222932652,54396.31046311873
fread,4,4,0.8,4_block_layer,59,4319.919068900486,4449.486961572177,2896.309375740099,11585.237502960395,16451.03725420378,22498.531230749173,4319.919068900486
fread,4,4,0.8,5_driver_ssd,66,190980.88489728648,64290.47464179733,185363.80004736633,185363.80004736633,370727.60009473265,370727.60009473265,190980.88489728648
fread,4,4,0.8,6_context_switch,345,35224427.711971976,653077199.1198138,5792.618751480198,11585.237502960395,185363.80004736633,7969216842.232349,11363.101680632246
fread,4,8,1.0,2_kernel_entry,736238,586.1320919716446,323.2023633608624,724.0773439350247,724.0773439350247,724.0773439350247,1448.1546878700494,579.8487527841191
fread,4,8,1.0,3_filesystem,32,50232.86573549234,74212.13270079227,23170.47500592079,92681.90002368316,313264.8220800493,364981.3222932652,50232.86573549234
fread,4,8,1.0,4_block_layer,63,3827.265960799417,3631.698150422515,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3827.265960799417
fread,4,8,1.0,5_driver_ssd,71,191890.69441523124,71831.43046614164,185363.80004736633,370727.60009473265,370727.60009473265,370727.60009473265,191890.69441523124
fread,4,8,1.0,6_context_switch,13352,3789262.901161132,105104991.90754656,2965820.800757861,2965820.800757861,5931641.601515722,5931641.601515722,2878074.976822957
mmap,2,4,1.0,2_kernel_entry,762,1530.8249357996394,1141.8781152589188,1448.1546878700494,2896.309375740099,5792.618751480198,7177.054633084154,1490.747472807404
mmap,2,4,1.0,3_filesystem,19,95120.89739272746,176973.90372012215,23170.47500592079,222436.56005683946,674724.2321724135,734782.1033877612,95120.89739272746
mmap,2,4,1.0,4_block_layer,51,4003.7217841113134,3379.087258263974,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,4003.7217841113134
mmap,2,4,1.0,5_driver_ssd,71,1236193.793273633,6179853.848913537,185363.80004736633,370727.60009473265,30844536.32788169,45792273.16370154,1236193.793273633
mmap,2,4,1.0,6_context_switch,6713,4751289.179008124,148220941.1205786,2965820.800757861,2965820.800757861,2965820.800757861,2965820.800757861,2963115.9938260266
fread,4,4,0.2,2_kernel_entry,920865,550.7706407989953,320.97851893519015,724.0773439350247,724.0773439350247,724.0773439350247,1448.1546878700494,543.9644595948625
fread,4,4,0.2,3_filesystem,40,650728.3089944066,3696129.5752206095,11585.237502960395,185363.80004736633,14617789.271735296,22815688.692630265,650728.3089944066
fread,4,4,0.2,4_block_layer,83,3794.8631880932007,3723.754600321313,2896.309375740099,10426.71375266434,13670.58025349318,22220.485530678114,3794.8631880932007
fread,4,4,0.2,5_driver_ssd,91,197585.5890614784,70341.67823643892,185363.80004736633,370727.60009473265,370727.60009473265,370727.60009473265,197585.5890614784
fread,4,4,0.2,6_context_switch,111,109468178.56490953,1147829165.4412508,11585.237502960395,23170.47500592079,685846.0601752585,10811803339.986938,27156.221853269555
mmap,1,1,0.0,2_kernel_entry,965,1483.4206310461598,1179.5098596903808,1448.1546878700494,2896.309375740099,5792.618751480198,11585.237502960395,1425.216651631348
mmap,1,1,0.0,3_filesystem,22,131255.47489149446,220862.06138943395,23170.47500592079,370727.60009473265,741455.2001894653,741455.2001894653,131255.47489149446
mmap,1,1,0.0,4_block_layer,64,3688.2689706690326,3412.391536737835,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,3688.2689706690326
