mode,cores,threads,pf,stage,count,avg,std,p50,p90,p99,p999,trimmed_mean
fread,2,2,0.0,4_block_layer,15,6275.336980770215,4445.203277441627,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,6275.336980770215
fread,2,2,0.0,5_driver_ssd,42,98750.35776332908,96275.31508818238,92681.90002368316,185363.80004736633,370727.60009473265,370727.60009473265,98750.35776332908
fread,2,2,0.0,6_context_switch,98,123984857.10655452,1220853969.8940797,11585.237502960395,92681.90002368316,364619862.88318574,10969663786.202168,123984857.10655452
fread,1,2,1.0,1_user_space,2,57926.187514801975,34755.71250888119,57926.187514801975,85730.75752190693,91986.78577350554,92612.3885986654,57926.187514801975
fread,1,2,1.0,2_kernel_entry,2188468,371.32228323963363,292.1015909113174,362.03867196751236,362.03867196751236,362.03867196751236,724.0773439350247,362.03867196751406
fread,1,2,1.0,3_filesystem,31,44846.080656620885,135161.73567295942,5792.618751480198,92681.90002368316,574627.7801468351,724772.4581852037,44846.080656620885
fread,1,2,1.0,4_block_layer,15,6951.1425017762385,4430.50140729015,5792.618751480198,11585.237502960395,11585.237502960395,11585.237502960395,6951.1425017762385
fread,1,2,1.0,5_driver_ssd,39,87334.86733000915,104278.56218427129,23170.47500592079,185363.80004736633,370727.60009473265,370727.60009473265,87334.86733000915
fread,1,2,1.0,6_context_switch,3403,6451159.3294584965,208165153.46917287,2965820.800757861,2965820.800757861,2965820.800757861,4739381.639612282,2907821.662722052
fread,2,2,1.0,1_user_space,2,69511.42501776238,23170.47500592079,69511.42501776238,88047.805022499,92218.49052356475,92635.55907367132,69511.42501776238
fread,2,2,1.0,2_kernel_entry,3557076,585.0834181052151,338.3543942308553,724.0773439350247,724.0773439350247,724.0773439350247,724.0773439350247,579.3820791790027
fread,2,2,1.0,3_filesystem,48,77476.27580104764,238241.25291812918,8688.928127220297,185363.80004736633,1134426.4562898828,1448062.005970028,77476.27580104764
fread,2,2,1.0,4_block_layer,60,4344.4640636101485,3426.9594686835735,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,4344.4640636101485
fread,2,2,1.0,5_driver_ssd,96,181140.01554107867,156052.76026324488,185363.80004736633,370727.60009473265,741455.2001894653,741455.2001894653,181140.01554107867
fread,2,2,1.0,6_context_switch,106,114626088.56938493,1174337243.2363625,11585.237502960395,46340.95001184158,180729.70504618244,10872481253.113388,22669.190690888852
mmap,1,2,0.0,1_user_space,2,6074003896.261476,6073998103.642724,6074003896.261476,10933202379.175655,12026522037.831345,12135854003.696915,6074003896.261476
mmap,1,2,0.0,2_kernel_entry,987,1465.7614317955213,1097.4684032742648,1448.1546878700494,2896.309375740099,5792.618751480198,11585.237502960395,1420.5067397528198
mmap,1,2,0.0,3_filesystem,26,168320.13333628036,243391.18738574212,23170.47500592079,556091.400142099,741455.2001894653,741455.2001894653,168320.13333628036
mmap,1,2,0.0,4_block_layer,87,3911.682202867373,3135.0292742919005,2896.309375740099,8109.666252072309,11585.237502960395,11585.237502960395,3911.682202867373
mmap,1,2,0.0,5_driver_ssd,104,275706.37326756713,306955.73847297777,185363.80004736633,370727.60009473265,741455.2001894653,2736711.143899329,251922.12530947206
mmap,1,2,0.0,6_context_switch,3370,6503515.739158146,209181077.73836324,2965820.800757861,2965820.800757861,2965820.800757861,2965820.800757861,2921836.170238148
fread,2,4,1.0,1_user_space,3,92681.90002368316,65536.0,46340.95001184158,157559.23004026138,182583.34304665582,185085.7543472953,92681.90002368316
fread,2,4,1.0,2_kernel_entry,3561133,579.1418304139855,346.7459126329507,724.0773439350247,724.0773439350247,724.0773439350247,724.0773439350247,572.9702709779777
fread,2,4,1.0,3_filesystem,37,82349.12062915092,174269.1214512466,11585.237502960395,185363.80004736633,741455.2001894653,741455.2001894653,82349.12062915092
fread,2,4,1.0,4_block_layer,27,5604.894995645192,4422.397147728361,2896.309375740099,11585.237502960395,11585.237502960395,11585.237502960395,5604.894995645192
fread,2,4,1.0,5_driver_ssd,59,137648.33033178368,126893.5111770427,92681.90002368316,370727.60009473265,370727.60009473265,370727.60009473265,137648.33033178368
fread,2,4,1.0,6_context_switch,6764,4698463.378905645,147662007.4228543,2965820.800757861,2965820.800757861,2965820.800757861,5931641.601515722,2927238.290340763
mmap,4,4,0.0,1_user_space,2,6074003896.261476,6073998103.642724,6074003896.261476,10933202379.175655,12026522037.831345,12135854003.696915,6074003896.261476
mmap,4,4,0.0,2_kernel_entry,980,1515.3904412354448,1059.0696756867246,1448.1546878700494,2896.309375740099,5792.618751480198,5914.263745261698,1476.756495634635
mmap,4,4,0.0,3_filesystem,23,188763.815401496,251664.84770153175,46340.95001184158,667309.680170519,741455.2001894653,741455.2001894653,188763.815401496
